"id_question","finished","thread_length","outstd_count","contains_outstanding"
"49,335",0,6,6,yes
"49,338",0,3,3,yes
"49,339",0,5,5,yes
"49,340",1,6,4,yes
"49,346",0,10,9,yes
"49,347",1,2,2,yes
"49,350",0,35,31,yes
"49,351",1,9,9,yes
"49,354",1,2,1,yes
"49,355",1,12,10,yes
"49,356",0,5,3,yes
"49,358",1,2,1,yes
"49,362",1,5,5,yes
"49,364",0,4,4,yes
"49,377",0,7,4,yes
"49,382",1,7,6,yes
"49,387",0,1,1,yes
"49,396",1,15,12,yes
"49,397",1,4,4,yes
"49,401",1,7,6,yes
"49,402",0,5,3,yes
"49,412",0,4,4,yes
"49,413",0,10,10,yes
"49,414",1,9,4,yes
"49,418",0,1,0,no
"49,420",0,10,5,yes
"49,421",0,3,2,yes
"49,423",0,4,3,yes
"49,424",0,5,5,yes
"49,427",0,7,5,yes
"49,429",0,2,2,yes
"49,430",1,4,3,yes
"49,431",0,4,2,yes
"49,434",0,2,1,yes
"49,436",1,12,5,yes
"49,440",0,4,4,yes
"49,443",0,2,2,yes
"49,448",1,6,6,yes
"49,450",1,11,11,yes
"49,453",0,8,8,yes
"49,455",0,2,1,yes
"49,456",0,12,5,yes
"49,457",1,8,8,yes
"49,459",1,5,5,yes
"49,460",1,3,3,yes
"49,462",0,7,2,yes
"49,463",1,4,4,yes
"49,470",1,5,2,yes
"49,471",1,11,11,yes
"49,477",0,12,6,yes
"49,478",1,16,11,yes
"49,483",0,6,6,yes
"49,485",1,2,1,yes
"49,487",1,5,2,yes
"49,491",1,9,9,yes
"49,493",1,4,4,yes
"49,494",0,5,5,yes
"49,495",1,6,6,yes
"49,496",1,13,9,yes
"49,500",1,2,2,yes
"49,502",1,10,10,yes
"49,503",0,9,3,yes
"49,506",1,2,2,yes
"49,508",1,31,30,yes
"49,511",1,2,2,yes
"49,513",1,11,11,yes
"49,517",1,3,2,yes
"49,523",1,3,3,yes
"49,524",1,3,3,yes
"49,528",0,2,2,yes
"49,529",0,2,2,yes
"49,530",0,2,2,yes
"49,532",0,4,3,yes
"49,535",0,17,17,yes
"49,536",0,4,4,yes
"49,538",0,2,1,yes
"49,540",0,3,2,yes
"49,542",1,5,5,yes
"49,548",1,15,15,yes
"49,549",1,11,11,yes
"49,551",0,2,1,yes
"49,553",0,3,2,yes
"49,557",0,8,8,yes
"49,559",1,2,1,yes
"49,561",0,7,6,yes
"49,562",0,10,10,yes
"49,567",0,14,14,yes
"49,571",1,3,3,yes
"49,572",1,3,3,yes
"49,574",0,4,4,yes
"49,578",1,6,6,yes
"49,579",1,8,4,yes
"49,583",0,4,4,yes
"49,584",1,5,5,yes
"49,585",1,7,7,yes
"49,589",0,4,4,yes
"49,590",1,3,3,yes
"49,592",1,3,3,yes
"49,595",1,4,4,yes
"49,597",1,9,9,yes
"49,602",1,6,4,yes
"49,605",1,3,3,yes
"49,610",1,3,3,yes
"49,616",0,3,2,yes
"49,617",1,2,2,yes
"49,620",0,13,13,yes
"49,626",1,10,7,yes
"49,630",0,2,1,yes
"49,631",0,4,4,yes
"49,633",0,3,3,yes
"49,634",1,3,3,yes
"49,635",0,3,2,yes
"49,638",1,2,2,yes
"49,642",1,7,7,yes
"49,643",1,10,10,yes
"49,644",1,2,2,yes
"49,652",1,14,14,yes
"49,654",1,5,5,yes
"49,657",0,1,1,yes
"49,659",1,5,5,yes
"49,660",1,4,4,yes
"49,661",1,9,9,yes
"49,666",0,5,4,yes
"49,667",0,3,2,yes
"49,668",0,6,5,yes
"49,676",1,26,26,yes
"49,681",0,5,5,yes
"49,682",0,1,0,no
"49,686",0,8,6,yes
"49,687",1,6,3,yes
"49,688",0,2,1,yes
"49,692",0,12,10,yes
"49,695",0,6,5,yes
"49,697",1,6,4,yes
"49,701",0,7,6,yes
"49,704",1,5,4,yes
"49,708",0,4,2,yes
"49,710",0,5,4,yes
"49,713",0,5,2,yes
"49,715",0,5,5,yes
"49,718",1,2,2,yes
"49,722",1,2,1,yes
"49,723",0,2,0,no
"49,725",1,6,6,yes
"49,727",1,4,4,yes
"49,730",0,1,0,no
"49,731",1,3,1,yes
"49,732",1,2,2,yes
"49,733",0,16,13,yes
"49,735",0,4,3,yes
"49,739",0,3,1,yes
"49,740",0,7,6,yes
"49,743",0,10,10,yes
"49,747",0,1,1,yes
"49,748",1,5,5,yes
"49,749",0,14,14,yes
"49,750",1,4,4,yes
"49,751",1,18,18,yes
"49,756",0,4,4,yes
"49,762",0,8,7,yes
"49,766",0,5,5,yes
"49,767",0,12,7,yes
"49,769",1,11,10,yes
"49,771",0,7,5,yes
"49,775",1,5,2,yes
"49,777",0,5,4,yes
"49,779",1,8,8,yes
"49,781",0,5,5,yes
"49,787",0,6,6,yes
"49,789",0,9,9,yes
"49,791",1,2,2,yes
"49,793",0,4,3,yes
"49,795",1,7,7,yes
"49,797",0,3,2,yes
"49,798",0,2,2,yes
"49,801",1,10,9,yes
"49,802",1,4,4,yes
"49,803",0,2,1,yes
"49,804",1,6,6,yes
"49,809",1,5,5,yes
"49,810",1,7,4,yes
"49,812",0,8,7,yes
"49,815",0,12,12,yes
"49,819",0,1,0,no
"49,820",0,22,19,yes
"49,821",0,3,2,yes
"49,822",0,4,3,yes
"49,823",1,3,3,yes
"49,825",1,8,8,yes
"49,826",1,2,1,yes
"49,827",0,5,5,yes
"49,828",0,6,4,yes
"49,832",1,8,8,yes
"49,835",0,10,10,yes
"49,838",0,6,3,yes
"49,840",0,5,5,yes
"49,846",1,10,4,yes
"49,847",1,14,14,yes
"49,850",0,10,8,yes
"49,853",0,5,4,yes
"49,854",0,4,4,yes
"49,859",0,4,4,yes
"49,860",0,4,2,yes
"49,861",0,2,1,yes
"49,862",1,5,5,yes
"49,864",1,5,3,yes
"49,867",1,9,5,yes
"49,875",0,18,18,yes
"49,878",0,7,5,yes
"49,879",1,5,5,yes
"49,881",1,4,2,yes
"49,884",0,3,2,yes
"49,887",0,4,1,yes
"49,891",1,4,2,yes
"49,895",0,3,2,yes
"49,897",0,4,4,yes
"49,901",1,3,3,yes
"49,902",0,8,8,yes
"49,903",0,7,7,yes
"49,904",1,5,3,yes
"49,908",0,5,5,yes
"49,910",0,8,8,yes
"49,911",1,3,2,yes
"49,913",1,2,2,yes
"49,915",1,3,3,yes
"49,917",1,12,12,yes
"49,921",0,6,6,yes
"49,924",0,2,2,yes
"49,927",0,2,1,yes
"49,928",1,4,4,yes
"49,929",1,3,2,yes
"49,930",1,10,10,yes
"49,937",1,8,8,yes
"49,938",1,4,3,yes
"49,941",0,4,4,yes
"49,943",0,7,7,yes
"49,946",1,6,5,yes
"49,949",1,15,12,yes
"49,951",0,5,5,yes
"49,952",0,24,24,yes
"49,956",1,2,2,yes
"49,957",0,2,1,yes
"49,959",1,7,3,yes
"49,961",0,4,4,yes
"49,963",1,6,6,yes
"49,964",0,10,10,yes
"49,968",1,11,11,yes
"49,969",0,3,2,yes
"49,970",0,4,2,yes
"49,971",0,3,3,yes
"49,973",1,8,8,yes
"49,975",1,3,3,yes
"49,977",0,4,2,yes
"49,980",1,4,4,yes
"49,981",1,9,6,yes
"49,983",0,9,6,yes
"49,985",1,7,6,yes
"49,991",1,5,5,yes
"49,994",1,6,6,yes
"49,995",0,2,2,yes
"49,997",0,4,2,yes
"50,000",1,2,1,yes
"50,001",1,4,3,yes
"50,003",0,2,1,yes
"50,005",1,5,5,yes
"50,008",1,2,2,yes
"50,009",1,2,1,yes
"50,012",1,13,8,yes
"50,014",0,4,2,yes
"50,018",0,4,2,yes
"50,022",0,8,6,yes
"50,023",1,8,7,yes
"50,028",1,2,2,yes
"50,031",0,12,8,yes
"50,034",0,1,0,no
"50,035",1,15,15,yes
"50,039",1,3,3,yes
"50,040",1,37,37,yes
"50,043",1,7,7,yes
"50,044",1,5,5,yes
"50,053",0,4,4,yes
"50,054",0,2,1,yes
"50,056",1,5,4,yes
"50,057",0,4,4,yes
"50,061",0,9,7,yes
"50,062",0,6,6,yes
"50,067",0,7,4,yes
"50,069",1,7,5,yes
"50,070",0,12,12,yes
"50,074",0,4,2,yes
"50,076",0,7,6,yes
"50,078",0,8,8,yes
"50,084",1,4,4,yes
"50,085",0,4,3,yes
"50,086",1,3,3,yes
"50,088",1,4,4,yes
"50,089",0,5,4,yes
"50,090",0,3,2,yes
"50,097",0,3,1,yes
"50,099",0,4,4,yes
"50,101",0,7,7,yes
"50,102",1,10,10,yes
"50,105",1,7,7,yes
"50,109",0,3,2,yes
"50,113",1,3,2,yes
"50,114",1,17,17,yes
"50,115",1,11,11,yes
"50,122",1,7,7,yes
"50,123",1,6,6,yes
"50,124",0,4,1,yes
"50,127",0,4,4,yes
"50,128",0,13,13,yes
"50,129",0,3,2,yes
"50,130",1,2,2,yes
"50,131",0,4,4,yes
"50,133",0,5,5,yes
"50,135",1,2,2,yes
"50,136",0,2,1,yes
"50,138",1,3,2,yes
"50,140",0,3,3,yes
"50,144",1,2,2,yes
"50,146",1,5,3,yes
"50,147",1,12,12,yes
"50,153",0,4,4,yes
"50,154",0,5,5,yes
"50,156",0,5,3,yes
"50,157",1,3,2,yes
"50,158",1,10,10,yes
"50,159",1,5,5,yes
"50,166",1,13,10,yes
"50,167",0,3,2,yes
"50,171",0,2,1,yes
"50,177",1,7,7,yes
"50,179",1,3,3,yes
"50,181",0,3,2,yes
"50,185",0,5,4,yes
"50,186",1,7,3,yes
"50,187",0,2,2,yes
"50,190",1,9,7,yes
"50,191",0,2,2,yes
"50,195",1,2,2,yes
"50,196",1,2,2,yes
"50,202",1,2,1,yes
"50,203",0,2,2,yes
"50,204",1,7,7,yes
"50,205",1,15,14,yes
"50,208",0,2,1,yes
"50,211",1,5,5,yes
"50,214",1,7,6,yes
"50,215",0,3,1,yes
"50,219",0,3,3,yes
"50,224",1,6,6,yes
"50,225",0,1,1,yes
"50,227",1,9,9,yes
"50,228",0,5,4,yes
"50,229",0,3,2,yes
"50,232",0,6,6,yes
"50,233",0,4,2,yes
"50,236",0,5,2,yes
"50,237",1,2,2,yes
"50,238",1,5,3,yes
"50,243",0,3,2,yes
"50,244",0,2,1,yes
"50,245",0,2,2,yes
"50,246",1,2,2,yes
"50,250",1,4,3,yes
"50,251",1,3,3,yes
"50,253",1,6,5,yes
"50,254",0,4,3,yes
"50,256",1,3,2,yes
"50,258",1,4,4,yes
"50,259",1,3,3,yes
"50,261",1,12,9,yes
"50,262",1,5,3,yes
"50,263",1,20,18,yes
"50,266",0,2,1,yes
"50,269",1,5,5,yes
"50,272",1,13,13,yes
"50,275",0,8,4,yes
"50,276",1,13,13,yes
"50,277",1,9,8,yes
"50,279",0,3,2,yes
"50,281",1,21,20,yes
"50,284",0,6,6,yes
"50,285",1,11,11,yes
"50,286",1,4,4,yes
"50,287",1,5,5,yes
"50,291",0,6,6,yes
"50,292",1,2,1,yes
"50,293",1,7,7,yes
"50,295",1,3,3,yes
"50,296",0,3,2,yes
"50,298",0,12,12,yes
"50,305",0,2,2,yes
"50,306",0,2,2,yes
"50,307",0,4,4,yes
"50,308",0,4,2,yes
"50,311",1,3,3,yes
"50,312",0,5,5,yes
"50,313",1,4,3,yes
"50,315",0,5,5,yes
"50,318",1,2,2,yes
"50,319",1,4,4,yes
"50,322",0,4,4,yes
"50,324",0,7,5,yes
"50,325",1,6,6,yes
"50,327",0,8,7,yes
"50,329",1,3,3,yes
"50,332",1,7,6,yes
"50,335",1,17,17,yes
"50,339",1,6,4,yes
"50,343",0,4,4,yes
"50,346",0,7,7,yes
"50,349",0,4,3,yes
"50,351",0,2,2,yes
"50,352",1,11,10,yes
"50,354",1,24,24,yes
"50,357",0,2,1,yes
"50,359",1,4,2,yes
"50,361",0,2,1,yes
"50,363",0,3,3,yes
"50,366",1,5,5,yes
"50,367",1,2,2,yes
"50,368",0,5,5,yes
"50,371",1,2,1,yes
"50,372",0,5,3,yes
"50,374",1,2,2,yes
"50,375",1,8,8,yes
"50,381",1,4,4,yes
"50,382",1,5,4,yes
"50,389",1,4,3,yes
"50,390",1,2,2,yes
"50,391",1,3,3,yes
"50,393",1,3,2,yes
"50,395",0,5,3,yes
"50,399",0,4,2,yes
"50,401",1,2,2,yes
"50,404",1,2,1,yes
"50,407",0,4,3,yes
"50,408",0,3,2,yes
"50,409",1,7,6,yes
"50,410",0,1,1,yes
"50,411",0,4,4,yes
"50,413",0,8,8,yes
"50,417",0,9,5,yes
"50,418",0,7,6,yes
"50,419",1,2,2,yes
"50,423",1,12,11,yes
"50,424",1,5,5,yes
"50,425",1,6,4,yes
"50,429",1,9,9,yes
"50,430",1,2,2,yes
"50,435",0,3,2,yes
"50,436",0,1,0,no
"50,437",1,2,2,yes
"50,439",1,2,2,yes
"50,440",1,3,3,yes
"50,444",1,7,7,yes
"50,445",1,10,10,yes
"50,449",0,10,9,yes
"50,459",0,7,6,yes
"50,460",0,9,9,yes
"50,462",1,2,2,yes
"50,464",1,4,2,yes
"50,467",1,9,6,yes
"50,468",1,2,1,yes
"50,470",0,5,5,yes
"50,471",0,3,2,yes
"50,473",0,8,8,yes
"50,476",0,2,1,yes
"50,478",0,4,2,yes
"50,479",0,3,2,yes
"50,480",1,2,0,no
"50,481",0,2,1,yes
"50,482",0,6,6,yes
"50,483",0,7,5,yes
"50,484",1,4,3,yes
"50,486",1,3,3,yes
"50,489",1,7,7,yes
"50,490",0,6,6,yes
"50,491",1,2,2,yes
"50,495",0,2,1,yes
"50,498",0,2,2,yes
"50,500",0,10,10,yes
"50,501",0,3,2,yes
"50,503",1,4,4,yes
"50,504",0,3,2,yes
"50,505",1,3,1,yes
"50,507",1,6,6,yes
"50,511",1,2,1,yes
"50,513",1,4,2,yes
"50,515",1,2,1,yes
"50,517",1,6,6,yes
"50,518",0,7,6,yes
"50,519",1,4,4,yes
"50,521",1,5,5,yes
"50,522",1,6,6,yes
"50,525",0,2,2,yes
"50,528",1,2,1,yes
"50,529",1,10,9,yes
"50,531",0,4,3,yes
"50,532",0,2,2,yes
"50,533",0,3,2,yes
"50,534",1,8,5,yes
"50,538",1,3,2,yes
"50,541",1,5,5,yes
"50,542",0,2,2,yes
"50,543",1,3,1,yes
"50,546",0,6,6,yes
"50,547",0,4,3,yes
"50,548",1,3,2,yes
"50,550",1,4,2,yes
"50,554",0,7,5,yes
"50,559",1,4,4,yes
"50,563",1,9,9,yes
"50,567",1,9,9,yes
"50,573",0,2,1,yes
"50,574",0,5,5,yes
"50,579",1,10,10,yes
"50,580",0,4,2,yes
"50,581",0,2,2,yes
"50,582",0,4,3,yes
"50,584",1,4,3,yes
"50,585",1,7,7,yes
"50,586",0,4,3,yes
"50,589",1,12,12,yes
"50,592",1,2,2,yes
"50,593",1,2,2,yes
"50,596",1,12,8,yes
"50,599",0,3,2,yes
"50,601",0,1,0,no
"50,606",0,2,2,yes
"50,610",1,9,9,yes
"50,611",0,4,4,yes
"50,615",0,3,3,yes
"50,617",0,2,2,yes
"50,620",0,2,1,yes
"50,621",0,8,6,yes
"50,623",1,4,2,yes
"50,624",0,8,5,yes
"50,626",1,5,5,yes
"50,628",1,4,3,yes
"50,631",0,3,3,yes
"50,632",0,3,1,yes
"50,634",1,4,4,yes
"50,636",1,10,7,yes
"50,643",1,38,37,yes
"50,644",1,4,2,yes
"50,645",1,6,6,yes
"50,646",0,3,2,yes
"50,648",0,5,3,yes
"50,649",1,6,6,yes
"50,653",0,4,2,yes
"50,654",1,2,2,yes
"50,655",1,4,4,yes
"50,657",0,5,3,yes
"50,660",0,12,10,yes
"50,661",1,18,14,yes
"50,663",0,3,2,yes
"50,664",1,2,2,yes
"50,666",1,10,10,yes
"50,669",0,6,6,yes
"50,670",1,7,6,yes
"50,677",1,4,4,yes
"50,680",0,2,1,yes
"50,682",1,5,2,yes
"50,686",0,9,8,yes
"50,687",1,3,3,yes
"50,688",1,3,3,yes
"50,692",1,3,3,yes
"50,693",0,2,0,no
"50,696",1,6,5,yes
"50,697",1,19,18,yes
"50,699",0,7,7,yes
"50,701",1,3,3,yes
"50,705",1,3,3,yes
"50,707",0,2,2,yes
"50,708",0,3,2,yes
"50,712",1,5,5,yes
"50,714",0,1,1,yes
"50,716",1,2,2,yes
"50,717",0,2,0,no
"50,719",1,4,3,yes
"50,720",0,3,3,yes
"50,723",1,9,9,yes
"50,725",0,4,2,yes
"50,729",0,2,1,yes
"50,731",1,6,6,yes
"50,735",0,5,3,yes
"50,736",1,4,4,yes
"50,737",0,4,3,yes
"50,739",1,3,2,yes
"50,740",0,5,3,yes
"50,741",0,3,2,yes
"50,747",0,4,4,yes
"50,748",1,2,2,yes
"50,749",0,3,2,yes
"50,752",1,3,3,yes
"50,755",0,6,6,yes
"50,757",1,5,5,yes
"50,759",0,4,3,yes
"50,760",1,5,5,yes
"50,761",1,2,2,yes
"50,762",1,6,3,yes
"50,763",1,34,29,yes
"50,769",0,3,2,yes
"50,773",1,10,9,yes
"50,775",1,4,3,yes
"50,776",0,3,2,yes
"50,779",0,2,1,yes
"50,780",0,2,1,yes
"50,786",0,3,3,yes
"50,789",1,2,2,yes
"50,793",0,9,9,yes
"50,795",1,8,4,yes
"50,796",0,4,3,yes
"50,797",1,8,8,yes
"50,798",1,12,7,yes
"50,803",0,17,17,yes
"50,804",0,4,2,yes
"50,807",0,7,7,yes
"50,810",1,7,5,yes
"50,811",0,5,4,yes
"50,813",0,5,4,yes
"50,815",1,6,6,yes
"50,820",0,5,3,yes
"50,823",1,3,3,yes
"50,824",0,1,0,no
"50,825",0,4,2,yes
"50,826",1,3,3,yes
"50,828",0,8,4,yes
"50,829",0,2,1,yes
"50,830",0,3,2,yes
"50,831",0,2,1,yes
"50,834",0,4,4,yes
"50,840",1,3,1,yes
"50,841",0,3,1,yes
"50,843",1,2,1,yes
"50,844",0,7,7,yes
"50,845",0,3,2,yes
"50,852",0,4,3,yes
"50,854",1,2,2,yes
"50,855",1,13,11,yes
"50,856",1,12,12,yes
"50,858",1,2,2,yes
"50,861",0,2,1,yes
"50,862",0,4,2,yes
"50,865",0,3,3,yes
"50,867",0,6,6,yes
"50,868",1,4,2,yes
"50,872",1,5,5,yes
"50,880",0,5,5,yes
"50,881",1,4,3,yes
"50,884",1,3,2,yes
"50,886",0,2,1,yes
"50,887",1,17,9,yes
"50,891",0,2,1,yes
"50,894",1,5,1,yes
"50,898",0,10,7,yes
"50,900",1,5,4,yes
"50,904",1,5,4,yes
"50,907",0,12,12,yes
"50,908",1,3,3,yes
"50,911",0,2,1,yes
"50,914",0,17,17,yes
"50,918",0,7,4,yes
"50,919",0,1,0,no
"50,927",1,4,4,yes
"50,929",1,5,5,yes
"50,934",0,4,2,yes
"50,935",0,5,5,yes
"50,938",1,2,2,yes
"50,939",1,2,2,yes
"50,942",1,3,2,yes
"50,943",1,3,2,yes
"50,944",0,6,6,yes
"50,947",0,3,2,yes
"50,948",1,4,4,yes
"50,949",1,4,4,yes
"50,955",1,7,3,yes
"50,957",0,6,5,yes
"50,958",1,4,4,yes
"50,963",1,3,2,yes
"50,964",0,3,3,yes
"50,965",1,2,1,yes
"50,969",0,6,6,yes
"50,970",1,5,4,yes
"50,972",0,2,2,yes
"50,973",1,7,7,yes
"50,980",0,4,4,yes
"50,981",1,9,9,yes
"50,982",0,2,1,yes
"50,983",0,5,5,yes
"50,984",1,3,2,yes
"50,986",0,3,1,yes
"50,987",1,10,10,yes
"50,988",1,3,2,yes
"50,992",1,6,3,yes
"50,996",1,5,5,yes
"50,997",0,8,7,yes
"50,998",0,7,7,yes
"50,999",0,8,8,yes
"51,003",0,8,8,yes
"51,007",1,5,5,yes
"51,008",0,5,3,yes
"51,009",1,5,5,yes
"51,010",0,3,3,yes
"51,011",1,2,2,yes
"51,012",0,3,2,yes
"51,013",1,2,1,yes
"51,014",1,4,4,yes
"51,015",0,5,4,yes
"51,018",1,2,2,yes
"51,022",1,5,4,yes
"51,027",1,3,2,yes
"51,034",1,7,7,yes
"51,036",1,7,4,yes
"51,037",0,2,1,yes
"51,038",1,6,5,yes
"51,039",1,4,3,yes
"51,040",0,3,2,yes
"51,045",0,4,2,yes
"51,047",1,3,2,yes
"51,048",1,2,2,yes
"51,053",1,4,4,yes
"51,054",0,4,4,yes
"51,055",0,3,2,yes
"51,056",0,5,5,yes
"51,061",0,5,2,yes
"51,063",0,4,3,yes
"51,065",1,2,2,yes
"51,066",0,2,2,yes
"51,068",0,15,15,yes
"51,072",1,6,6,yes
"51,073",1,3,3,yes
"51,074",1,4,3,yes
"51,075",0,3,1,yes
"51,076",1,2,2,yes
"51,077",1,23,21,yes
"51,085",0,11,6,yes
"51,086",1,8,8,yes
"51,087",1,10,10,yes
"51,093",1,5,3,yes
"51,099",1,9,8,yes
"51,101",1,5,4,yes
"51,104",1,11,5,yes
"51,105",0,3,3,yes
"51,106",0,9,5,yes
"51,108",0,2,1,yes
"51,110",1,2,1,yes
"51,112",0,4,4,yes
"51,117",0,2,1,yes
"51,118",1,13,11,yes
"51,119",1,4,3,yes
"51,123",0,4,3,yes
"51,125",0,3,2,yes
"51,127",1,5,5,yes
"51,129",1,2,2,yes
"51,131",1,4,4,yes
"51,132",1,4,4,yes
"51,133",0,6,4,yes
"51,134",0,4,4,yes
"51,135",1,10,9,yes
"51,136",0,2,2,yes
"51,137",0,2,2,yes
"51,139",1,14,14,yes
"51,141",0,10,6,yes
"51,146",0,8,6,yes
"51,150",0,10,8,yes
"51,152",1,6,4,yes
"51,155",1,6,3,yes
"51,157",0,3,2,yes
"51,158",0,3,3,yes
"51,159",1,7,7,yes
"51,160",0,2,1,yes
"51,165",1,6,6,yes
"51,166",0,3,2,yes
"51,169",0,5,4,yes
"51,171",0,3,2,yes
"51,178",0,2,1,yes
"51,179",1,3,3,yes
"51,184",0,4,4,yes
"51,185",0,5,3,yes
"51,187",1,6,6,yes
"51,190",0,3,2,yes
"51,192",0,9,5,yes
"51,193",1,7,3,yes
"51,194",1,2,1,yes
"51,196",1,5,4,yes
"51,198",0,3,2,yes
"51,202",1,3,2,yes
"51,203",0,3,3,yes
"51,208",1,7,4,yes
"51,209",1,3,3,yes
"51,210",0,1,0,no
"51,211",1,11,5,yes
"51,214",0,8,8,yes
"51,215",1,4,2,yes
"51,218",1,6,5,yes
"51,219",0,6,6,yes
"51,220",1,13,13,yes
"51,222",1,4,4,yes
"51,224",0,4,3,yes
"51,225",0,3,3,yes
"51,226",0,3,2,yes
"51,227",1,2,0,no
"51,229",1,5,4,yes
"51,234",1,4,1,yes
"51,238",0,3,2,yes
"51,240",1,7,7,yes
"51,241",1,2,2,yes
"51,243",1,4,4,yes
"51,244",0,7,7,yes
"51,245",0,11,10,yes
"51,248",1,3,3,yes
"51,250",1,9,6,yes
"51,254",1,6,6,yes
"51,255",0,2,1,yes
"51,258",1,2,2,yes
"51,259",1,2,2,yes
"51,260",1,8,7,yes
"51,261",0,6,5,yes
"51,263",1,24,24,yes
"51,264",1,3,3,yes
"51,266",1,4,4,yes
"51,269",1,5,5,yes
"51,275",1,6,2,yes
"51,278",1,3,2,yes
"51,283",1,7,5,yes
"51,285",0,4,3,yes
"51,286",1,3,3,yes
"51,287",0,6,2,yes
"51,289",1,3,1,yes
"51,292",1,3,3,yes
"51,293",0,11,11,yes
"51,294",1,2,2,yes
"51,295",1,7,7,yes
"51,298",0,5,5,yes
"51,299",1,5,4,yes
"51,303",0,4,2,yes
"51,307",0,4,2,yes
"51,309",0,6,4,yes
"51,315",0,5,4,yes
"51,316",0,3,2,yes
"51,319",1,22,12,yes
"51,320",1,7,7,yes
"51,323",0,5,2,yes
"51,328",0,8,8,yes
"51,330",1,7,7,yes
"51,335",1,4,2,yes
"51,337",1,3,2,yes
"51,338",1,3,2,yes
"51,340",0,4,4,yes
"51,341",0,4,3,yes
"51,342",1,5,5,yes
"51,346",1,6,2,yes
"51,349",1,19,19,yes
"51,351",0,1,1,yes
"51,353",0,4,2,yes
"51,357",1,5,5,yes
"51,361",0,4,4,yes
"51,362",1,5,5,yes
"51,363",0,8,5,yes
"51,364",0,3,2,yes
"51,366",1,3,3,yes
"51,367",0,8,5,yes
"51,368",1,3,3,yes
"51,370",0,3,2,yes
"51,372",1,3,3,yes
"51,375",0,9,6,yes
"51,376",1,2,2,yes
"51,377",1,5,5,yes
"51,382",1,2,1,yes
"51,385",1,9,9,yes
"51,387",1,4,4,yes
"51,390",1,9,9,yes
"51,391",1,10,6,yes
"51,394",1,9,9,yes
"51,395",1,2,2,yes
"51,396",1,3,2,yes
"51,397",0,9,2,yes
"51,399",1,6,2,yes
"51,404",1,7,7,yes
"51,405",0,9,8,yes
"51,408",1,2,2,yes
"51,412",0,14,10,yes
"51,414",0,2,2,yes
"51,415",0,1,0,no
"51,416",1,2,2,yes
"51,417",0,6,5,yes
"51,419",0,2,2,yes
"51,421",1,3,2,yes
"51,422",1,6,6,yes
"51,427",1,8,3,yes
"51,431",0,6,5,yes
"51,432",0,2,0,no
"51,434",1,4,4,yes
"51,436",1,5,2,yes
"51,438",1,4,4,yes
"51,439",1,10,10,yes
"51,442",0,4,3,yes
"51,445",0,5,4,yes
"51,447",1,6,6,yes
"51,450",0,3,3,yes
"51,452",0,3,2,yes
"51,453",1,3,2,yes
"51,457",1,3,2,yes
"51,458",1,16,8,yes
"51,461",0,5,4,yes
"51,462",0,5,3,yes
"51,463",0,7,7,yes
"51,468",1,6,4,yes
"51,469",1,4,4,yes
"51,475",0,17,15,yes
"51,476",0,7,3,yes
"51,477",1,5,5,yes
"51,482",1,25,25,yes
"51,483",1,8,4,yes
"51,488",1,14,12,yes
"51,492",1,3,2,yes
"51,496",1,5,3,yes
"51,497",1,9,8,yes
"51,499",1,5,2,yes
"51,505",1,16,14,yes
"51,511",0,7,6,yes
"51,515",1,7,7,yes
"51,518",1,3,3,yes
"51,521",0,5,3,yes
"51,528",1,5,3,yes
"51,529",1,4,4,yes
"51,530",0,4,2,yes
"51,536",0,2,2,yes
"51,537",0,2,1,yes
"51,538",1,5,4,yes
"51,539",1,3,2,yes
"51,542",0,12,11,yes
"51,544",0,1,0,no
"51,546",0,9,8,yes
"51,548",1,6,4,yes
"51,549",1,5,5,yes
"51,552",1,6,6,yes
"51,555",1,6,6,yes
"51,556",1,2,2,yes
"51,558",0,2,1,yes
"51,559",1,5,5,yes
"51,562",0,5,5,yes
"51,566",0,3,2,yes
"51,567",1,3,3,yes
"51,570",1,3,3,yes
"51,571",0,2,2,yes
"51,572",1,15,15,yes
"51,577",0,2,1,yes
"51,578",0,5,5,yes
"51,579",0,3,2,yes
"51,582",0,4,2,yes
"51,584",1,3,3,yes
"51,586",1,5,5,yes
"51,587",0,3,2,yes
"51,591",1,2,1,yes
"51,592",1,8,8,yes
"51,593",1,17,15,yes
"51,597",1,3,2,yes
"51,599",1,2,1,yes
"51,600",1,4,2,yes
"51,602",1,5,2,yes
"51,607",1,2,2,yes
"51,610",1,9,5,yes
"51,611",1,8,8,yes
"51,612",1,2,2,yes
"51,613",0,4,4,yes
"51,614",0,6,5,yes
"51,615",0,14,13,yes
"51,618",0,2,2,yes
"51,625",0,3,2,yes
"51,627",0,3,2,yes
"51,630",1,6,5,yes
"51,631",0,2,1,yes
"51,634",0,3,3,yes
"51,637",0,2,2,yes
"51,638",1,8,6,yes
"51,640",1,7,7,yes
"51,641",1,5,5,yes
"51,647",0,6,4,yes
"51,648",1,4,4,yes
"51,651",1,4,4,yes
"51,653",1,3,2,yes
"51,657",1,3,2,yes
"51,663",1,2,1,yes
"51,666",1,11,10,yes
"51,669",1,3,3,yes
"51,672",1,14,8,yes
"51,675",1,3,3,yes
"51,680",1,5,5,yes
"51,681",0,2,1,yes
"51,683",0,1,1,yes
"51,687",1,5,5,yes
"51,693",1,8,8,yes
"51,694",0,4,4,yes
"51,695",0,1,1,yes
