"id_question","finished","thread_length","outstd_count","contains_outstanding"
"9,141",1,2,2,yes
"9,145",1,10,8,yes
"9,149",0,3,3,yes
"9,150",0,6,5,yes
"9,151",1,4,3,yes
"9,152",0,2,1,yes
"9,155",0,6,6,yes
"9,158",1,3,3,yes
"9,160",1,2,1,yes
"9,162",1,13,6,yes
"9,165",1,4,2,yes
"9,168",1,4,4,yes
"9,171",1,2,2,yes
"9,173",0,8,6,yes
"9,174",0,4,2,yes
"9,175",0,4,4,yes
"9,176",1,5,3,yes
"9,179",0,2,2,yes
"9,180",1,5,2,yes
"9,181",1,6,5,yes
"9,185",1,5,5,yes
"9,189",1,9,9,yes
"9,190",1,2,1,yes
"9,195",1,12,6,yes
"9,199",1,4,4,yes
"9,201",0,3,1,yes
"9,204",0,6,3,yes
"9,206",1,2,0,no
"9,210",0,3,1,yes
"9,211",0,6,6,yes
"9,214",0,8,6,yes
"9,220",1,9,6,yes
"9,223",0,5,2,yes
"9,224",0,2,1,yes
"9,225",0,3,3,yes
"9,227",0,3,2,yes
"9,229",0,10,10,yes
"9,234",0,9,4,yes
"9,242",1,7,3,yes
"9,245",1,5,5,yes
"9,246",1,9,8,yes
"9,251",1,4,4,yes
"9,254",1,7,4,yes
"9,258",1,11,10,yes
"9,259",0,4,4,yes
"9,260",0,2,1,yes
"9,261",0,2,1,yes
"9,262",1,3,3,yes
"9,264",0,7,4,yes
"9,271",1,10,5,yes
"9,274",0,6,4,yes
"9,277",0,1,1,yes
"9,279",0,2,2,yes
"9,280",1,8,8,yes
"9,281",0,5,5,yes
"9,284",0,9,9,yes
"9,286",1,6,3,yes
"9,288",1,12,10,yes
"9,289",0,3,2,yes
"9,292",1,5,5,yes
"9,293",0,8,7,yes
"9,295",0,7,7,yes
"9,296",1,8,8,yes
"9,297",1,5,4,yes
"9,298",0,1,1,yes
"9,300",0,2,2,yes
"9,303",0,3,3,yes
"9,304",1,2,2,yes
"9,310",0,7,6,yes
"9,312",0,3,3,yes
"9,313",1,8,5,yes
"9,314",1,4,4,yes
"9,315",1,6,6,yes
"9,316",1,4,4,yes
"9,318",0,18,10,yes
"9,319",0,7,7,yes
"9,327",0,9,5,yes
"9,329",0,10,8,yes
"9,333",0,4,4,yes
"9,334",1,3,3,yes
"9,336",1,12,11,yes
"9,340",0,9,9,yes
"9,341",1,15,7,yes
"9,342",1,5,5,yes
"9,348",1,4,3,yes
"9,351",1,7,6,yes
"9,356",1,11,9,yes
"9,357",0,20,17,yes
"9,358",1,3,3,yes
"9,360",1,4,2,yes
"9,366",0,7,6,yes
"9,367",1,2,2,yes
"9,368",1,2,2,yes
"9,369",1,3,3,yes
"9,374",1,7,7,yes
"9,375",1,2,2,yes
"9,380",0,6,5,yes
"9,381",1,13,13,yes
"9,382",0,4,4,yes
"9,384",1,6,4,yes
"9,386",0,2,1,yes
"9,390",0,3,2,yes
"9,393",0,10,8,yes
"9,395",0,4,4,yes
"9,401",1,8,7,yes
"9,403",0,6,6,yes
"9,404",1,2,1,yes
"9,405",1,5,4,yes
"9,407",1,6,6,yes
"9,408",1,3,2,yes
"9,410",1,3,3,yes
"9,411",0,5,5,yes
"9,413",0,1,0,no
"9,414",1,5,2,yes
"9,415",1,2,2,yes
"9,417",1,4,1,yes
"9,418",1,4,1,yes
"9,419",0,4,2,yes
"9,420",1,4,3,yes
"9,426",1,2,1,yes
"9,427",1,2,2,yes
"9,430",1,12,12,yes
"9,431",1,7,5,yes
"9,434",0,1,1,yes
"9,436",0,2,2,yes
"9,438",0,5,5,yes
"9,439",1,6,3,yes
"9,441",0,5,4,yes
"9,442",1,2,2,yes
"9,449",1,7,7,yes
"9,450",1,7,6,yes
"9,452",0,2,2,yes
"9,453",1,11,9,yes
"9,456",1,4,2,yes
"9,457",1,3,3,yes
"9,458",0,2,2,yes
"9,459",0,6,3,yes
"9,463",0,3,2,yes
"9,466",1,16,16,yes
"9,470",0,19,18,yes
"9,474",1,18,16,yes
"9,475",1,5,3,yes
"9,476",1,11,9,yes
"9,479",0,4,3,yes
"9,480",0,3,1,yes
"9,481",1,2,2,yes
"9,483",1,9,9,yes
"9,484",1,8,8,yes
"9,485",0,3,3,yes
"9,486",1,6,4,yes
"9,491",0,5,3,yes
"9,492",0,11,7,yes
"9,498",1,3,2,yes
"9,499",1,3,3,yes
"9,502",1,2,2,yes
"9,504",1,4,3,yes
"9,509",0,3,2,yes
"9,510",1,2,2,yes
"9,511",0,6,4,yes
"9,512",1,6,6,yes
"9,514",1,3,3,yes
"9,520",0,2,2,yes
"9,522",0,5,5,yes
"9,523",0,3,3,yes
"9,524",1,2,2,yes
"9,525",0,7,6,yes
"9,529",1,2,2,yes
"9,531",1,3,0,no
"9,532",1,11,3,yes
"9,534",0,12,5,yes
"9,536",0,3,1,yes
"9,538",1,9,6,yes
"9,540",1,5,2,yes
"9,541",1,4,2,yes
"9,542",0,6,3,yes
"9,543",1,8,8,yes
"9,545",0,18,16,yes
"9,546",0,4,3,yes
"9,551",0,5,5,yes
"9,555",0,4,4,yes
"9,556",1,4,4,yes
"9,560",1,9,8,yes
"9,561",0,4,3,yes
"9,565",0,4,0,no
"9,570",0,5,5,yes
"9,572",1,2,2,yes
"9,576",1,2,2,yes
"9,577",0,10,8,yes
"9,579",1,2,2,yes
"9,580",1,17,9,yes
"9,581",0,10,6,yes
"9,582",1,9,3,yes
"9,584",1,6,6,yes
"9,585",0,9,5,yes
"9,587",0,2,1,yes
"9,592",1,8,6,yes
"9,594",0,9,5,yes
"9,595",1,10,8,yes
"9,598",0,6,3,yes
"9,599",0,3,3,yes
"9,600",0,8,8,yes
"9,601",1,5,5,yes
"9,602",1,5,4,yes
"9,604",1,10,6,yes
"9,607",1,2,2,yes
"9,610",0,5,3,yes
"9,614",0,13,11,yes
"9,615",1,9,8,yes
"9,622",1,12,12,yes
"9,625",0,4,4,yes
"9,626",0,10,5,yes
"9,627",0,10,10,yes
"9,631",1,4,3,yes
"9,633",1,4,2,yes
"9,637",1,3,3,yes
"9,638",0,3,2,yes
"9,640",0,5,5,yes
"9,642",1,4,4,yes
"9,647",1,7,5,yes
"9,649",1,5,5,yes
"9,652",1,2,1,yes
"9,654",1,4,4,yes
"9,655",0,2,1,yes
"9,658",1,2,2,yes
"9,661",0,2,1,yes
"9,664",0,17,11,yes
"9,665",1,3,3,yes
"9,667",0,3,3,yes
"9,668",1,4,2,yes
"9,674",0,13,13,yes
"9,675",0,1,1,yes
"9,676",1,2,2,yes
"9,677",0,3,2,yes
"9,678",0,4,4,yes
"9,681",0,3,2,yes
"9,683",0,42,22,yes
"9,689",1,12,12,yes
"9,690",1,3,3,yes
"9,698",0,7,6,yes
"9,699",1,2,2,yes
"9,700",1,2,2,yes
"9,701",1,3,1,yes
"9,704",1,5,5,yes
"9,708",1,15,13,yes
"9,709",0,4,4,yes
"9,713",1,6,6,yes
"9,715",0,4,4,yes
"9,717",1,5,2,yes
"9,719",1,6,6,yes
"9,721",0,5,5,yes
"9,728",1,3,2,yes
"9,731",0,24,22,yes
"9,736",0,6,4,yes
"9,739",0,8,7,yes
"9,741",1,8,5,yes
"9,745",0,3,1,yes
"9,746",0,8,5,yes
"9,752",0,3,2,yes
"9,753",1,11,11,yes
"9,754",0,9,6,yes
"9,755",0,2,2,yes
"9,756",1,10,10,yes
"9,758",1,7,4,yes
"9,760",0,10,8,yes
"9,761",0,4,2,yes
"9,762",0,7,7,yes
"9,771",1,7,7,yes
"9,773",1,6,3,yes
"9,779",1,13,13,yes
"9,780",0,7,7,yes
"9,782",0,5,5,yes
"9,786",1,10,7,yes
"9,788",0,3,2,yes
"9,794",1,7,7,yes
"9,796",1,6,5,yes
"9,797",0,9,8,yes
"9,798",1,5,5,yes
"9,802",0,5,4,yes
"9,803",1,8,8,yes
"9,804",0,4,3,yes
"9,805",1,3,3,yes
"9,806",1,6,6,yes
"9,808",0,3,2,yes
"9,809",1,8,8,yes
"9,815",1,11,9,yes
"9,818",1,11,10,yes
"9,820",0,7,7,yes
"9,821",0,3,2,yes
"9,828",1,6,5,yes
"9,829",1,5,5,yes
"9,833",1,3,3,yes
"9,836",0,9,8,yes
"9,837",0,9,8,yes
"9,838",1,3,3,yes
"9,839",1,6,4,yes
"9,841",1,4,4,yes
"9,842",1,12,11,yes
"9,849",1,6,6,yes
"9,850",1,2,1,yes
"9,853",0,9,8,yes
"9,854",1,2,2,yes
"9,855",0,2,1,yes
"9,865",0,9,6,yes
"9,870",0,10,7,yes
"9,871",0,17,16,yes
"9,872",0,6,6,yes
"9,873",1,7,6,yes
"9,874",1,3,3,yes
"9,876",1,4,2,yes
"9,880",1,6,6,yes
"9,883",1,11,11,yes
"9,888",1,3,3,yes
"9,890",1,5,4,yes
"9,893",1,9,9,yes
"9,894",1,8,5,yes
"9,895",1,4,3,yes
"9,898",0,2,1,yes
"9,904",1,9,5,yes
"9,906",0,1,0,no
"9,908",1,14,13,yes
"9,909",1,3,2,yes
"9,916",1,5,3,yes
"9,918",0,4,4,yes
"9,920",0,6,4,yes
"9,922",0,4,4,yes
"9,927",1,6,6,yes
"9,928",0,3,2,yes
"9,935",1,21,10,yes
"9,936",0,2,0,no
"9,937",0,14,7,yes
"9,938",1,9,9,yes
"9,943",0,5,3,yes
"9,945",1,2,2,yes
"9,946",1,10,10,yes
"9,955",0,2,2,yes
"9,958",0,9,8,yes
"9,959",0,4,3,yes
"9,960",1,9,4,yes
"9,963",0,3,1,yes
"9,964",1,2,2,yes
"9,968",0,4,3,yes
"9,969",0,6,4,yes
"9,974",1,3,2,yes
"9,976",1,7,7,yes
"9,978",0,15,12,yes
"9,980",1,4,3,yes
"9,981",1,2,2,yes
"9,982",1,4,4,yes
"9,990",0,8,8,yes
"9,991",0,6,2,yes
"9,993",0,5,5,yes
"9,999",1,3,3,yes
"10,000",0,20,16,yes
"10,003",0,2,2,yes
"10,004",0,37,36,yes
"10,005",1,2,1,yes
"10,008",1,8,6,yes
"10,010",1,9,6,yes
"10,015",1,15,15,yes
"10,016",1,9,9,yes
"10,025",0,13,12,yes
"10,027",1,6,6,yes
"10,029",1,6,6,yes
"10,030",1,5,2,yes
"10,033",1,5,5,yes
"10,038",0,8,2,yes
"10,042",1,5,5,yes
"10,043",0,19,18,yes
"10,044",1,3,3,yes
"10,045",0,2,1,yes
"10,050",0,4,2,yes
"10,051",1,4,4,yes
"10,052",1,5,5,yes
"10,053",1,10,8,yes
"10,058",1,8,4,yes
"10,059",0,5,3,yes
"10,066",0,1,0,no
"10,067",0,8,8,yes
"10,068",1,21,19,yes
"10,071",0,9,8,yes
"10,073",0,3,3,yes
"10,075",1,10,10,yes
"10,076",0,16,9,yes
"10,077",1,4,3,yes
"10,078",1,13,11,yes
"10,079",0,6,6,yes
"10,080",1,3,3,yes
"10,081",0,4,2,yes
"10,083",1,10,9,yes
"10,087",1,4,3,yes
"10,088",0,8,8,yes
"10,092",0,6,6,yes
"10,094",1,6,6,yes
"10,095",0,26,26,yes
"10,096",0,6,5,yes
"10,097",0,3,2,yes
"10,098",0,3,3,yes
"10,104",0,3,3,yes
"10,107",0,3,1,yes
"10,109",1,9,9,yes
"10,110",0,2,2,yes
"10,111",0,8,8,yes
"10,115",1,5,5,yes
"10,117",1,4,4,yes
"10,119",0,6,5,yes
"10,122",0,3,1,yes
"10,125",1,3,1,yes
"10,126",0,3,1,yes
"10,134",0,2,1,yes
"10,135",0,2,2,yes
"10,151",1,4,3,yes
"10,152",0,4,2,yes
"10,153",0,2,2,yes
"10,154",1,4,2,yes
"10,158",1,6,5,yes
"10,161",0,2,2,yes
"10,162",0,3,1,yes
"10,163",0,9,5,yes
"10,166",1,2,1,yes
"10,168",0,15,10,yes
"10,169",1,5,2,yes
"10,171",1,11,6,yes
"10,173",0,5,5,yes
"10,175",1,7,7,yes
"10,177",0,6,5,yes
"10,181",1,11,11,yes
"10,184",1,19,12,yes
"10,185",1,4,4,yes
"10,189",0,2,1,yes
"10,191",1,3,3,yes
"10,192",1,9,8,yes
"10,193",0,3,1,yes
"10,195",0,3,2,yes
"10,196",0,9,8,yes
"10,197",1,9,6,yes
"10,203",1,2,1,yes
"10,207",0,4,2,yes
"10,208",0,3,2,yes
"10,211",1,13,13,yes
"10,213",1,6,6,yes
"10,214",1,15,14,yes
"10,216",0,14,8,yes
"10,219",1,3,3,yes
"10,223",0,4,3,yes
"10,229",1,8,4,yes
"10,231",0,16,7,yes
"10,234",0,3,2,yes
"10,235",0,29,29,yes
"10,239",0,2,1,yes
"10,240",1,14,13,yes
"10,242",0,5,2,yes
"10,243",1,6,3,yes
"10,245",0,5,3,yes
"10,247",0,6,5,yes
"10,249",0,4,3,yes
"10,251",0,4,2,yes
"10,253",0,1,1,yes
"10,254",0,4,3,yes
"10,255",0,3,2,yes
"10,257",0,4,3,yes
"10,261",1,4,4,yes
"10,263",0,3,2,yes
"10,267",0,10,9,yes
"10,271",1,11,11,yes
"10,274",0,2,2,yes
"10,275",0,4,2,yes
"10,276",0,5,4,yes
"10,277",1,4,2,yes
"10,280",1,9,7,yes
"10,282",0,4,1,yes
"10,284",0,6,4,yes
"10,285",1,9,9,yes
"10,286",1,6,6,yes
"10,287",1,2,2,yes
"10,291",0,3,2,yes
"10,292",0,5,3,yes
"10,293",1,2,1,yes
"10,294",1,3,3,yes
"10,295",1,2,2,yes
"10,296",1,12,7,yes
"10,297",0,9,8,yes
"10,305",1,2,0,no
"10,309",1,4,2,yes
"10,310",1,15,11,yes
"10,311",0,5,5,yes
"10,312",0,5,5,yes
"10,313",0,3,2,yes
"10,314",0,5,3,yes
"10,315",1,2,2,yes
"10,318",1,15,15,yes
"10,319",0,1,0,no
"10,321",0,1,1,yes
"10,322",1,2,2,yes
"10,324",1,12,12,yes
"10,325",1,7,7,yes
"10,328",0,13,13,yes
"10,331",0,3,2,yes
"10,332",1,9,9,yes
"10,334",0,4,2,yes
"10,336",1,6,3,yes
"10,338",1,4,4,yes
"10,344",1,10,10,yes
"10,345",1,5,4,yes
"10,349",0,7,7,yes
"10,354",0,4,4,yes
"10,355",1,5,4,yes
"10,356",1,4,4,yes
"10,357",1,4,4,yes
"10,359",0,3,2,yes
"10,360",1,2,1,yes
"10,363",1,4,2,yes
"10,367",1,6,5,yes
"10,368",1,11,11,yes
"10,369",1,8,7,yes
"10,377",1,2,2,yes
"10,378",1,8,8,yes
"10,379",0,9,7,yes
"10,381",1,3,3,yes
"10,383",0,3,3,yes
"10,384",0,20,19,yes
"10,386",1,6,6,yes
"10,387",0,1,1,yes
"10,393",1,6,5,yes
"10,394",0,3,3,yes
"10,395",1,3,3,yes
"10,398",1,3,3,yes
"10,399",1,6,6,yes
"10,400",1,8,3,yes
"10,401",1,3,3,yes
"10,407",1,4,3,yes
"10,408",0,3,2,yes
"10,410",0,3,2,yes
"10,412",1,5,3,yes
"10,413",0,2,1,yes
"10,415",0,5,4,yes
"10,416",1,3,1,yes
"10,418",1,5,5,yes
"10,419",1,2,2,yes
"10,422",0,2,2,yes
"10,423",1,4,4,yes
"10,424",0,9,9,yes
"10,428",1,6,6,yes
"10,430",1,6,6,yes
"10,431",0,38,38,yes
"10,433",0,7,5,yes
"10,434",0,6,4,yes
"10,438",0,2,1,yes
"10,439",0,3,2,yes
"10,441",0,3,2,yes
"10,443",0,5,2,yes
"10,444",0,9,7,yes
"10,448",0,5,5,yes
"10,449",1,9,9,yes
"10,455",0,5,3,yes
"10,459",1,23,23,yes
"10,462",1,9,9,yes
"10,464",0,6,4,yes
"10,465",1,4,2,yes
"10,466",0,9,5,yes
"10,468",0,9,9,yes
"10,471",0,4,2,yes
"10,472",0,2,0,no
"10,473",0,1,1,yes
"10,474",0,8,8,yes
"10,475",0,4,2,yes
"10,476",0,6,6,yes
"10,479",1,7,3,yes
"10,480",0,3,2,yes
"10,481",1,2,2,yes
"10,482",1,3,3,yes
"10,485",0,11,10,yes
"10,492",0,3,1,yes
"10,495",1,5,5,yes
"10,497",1,5,3,yes
"10,499",0,8,5,yes
"10,501",1,8,8,yes
"10,502",0,4,4,yes
"10,505",1,6,5,yes
"10,507",0,9,3,yes
"10,510",1,5,2,yes
"10,512",1,6,5,yes
"10,514",1,10,10,yes
"10,515",1,44,44,yes
"10,518",1,4,4,yes
"10,520",0,4,2,yes
"10,521",0,15,9,yes
"10,522",1,11,11,yes
"10,525",0,4,3,yes
"10,527",1,4,4,yes
"10,530",0,8,4,yes
"10,532",0,7,6,yes
"10,534",1,9,9,yes
"10,535",1,8,1,yes
"10,536",0,1,1,yes
"10,537",0,17,16,yes
"10,539",1,8,8,yes
"10,542",0,5,3,yes
"10,543",1,7,5,yes
"10,546",0,10,10,yes
"10,549",0,1,1,yes
"10,550",1,4,4,yes
"10,551",1,18,18,yes
"10,554",1,3,2,yes
"10,555",0,5,2,yes
"10,556",0,6,4,yes
"10,557",0,3,3,yes
"10,558",1,10,10,yes
"10,559",0,5,4,yes
"10,562",1,5,4,yes
"10,564",1,5,5,yes
"10,565",0,9,6,yes
"10,568",0,5,5,yes
"10,570",0,9,9,yes
"10,573",0,3,2,yes
"10,576",1,11,10,yes
"10,577",1,9,8,yes
"10,578",1,6,5,yes
"10,584",1,5,5,yes
"10,594",0,3,2,yes
"10,596",1,11,11,yes
"10,600",1,4,4,yes
"10,601",0,5,5,yes
"10,602",0,7,5,yes
"10,605",0,12,12,yes
"10,606",1,4,4,yes
"10,607",0,8,6,yes
"10,612",0,7,7,yes
"10,613",1,7,7,yes
"10,614",1,2,2,yes
"10,617",0,4,3,yes
"10,618",1,3,3,yes
"10,619",0,2,1,yes
"10,622",0,2,2,yes
"10,624",1,2,1,yes
"10,626",0,3,3,yes
"10,627",0,1,0,no
"10,628",1,18,16,yes
"10,630",1,4,3,yes
"10,631",0,10,6,yes
"10,634",0,5,5,yes
"10,636",1,10,10,yes
"10,638",0,6,6,yes
"10,639",0,8,8,yes
"10,641",0,7,5,yes
"10,646",0,3,2,yes
"10,647",1,6,5,yes
"10,649",1,6,6,yes
"10,653",1,3,3,yes
"10,656",1,8,6,yes
"10,660",0,4,4,yes
"10,662",0,6,3,yes
"10,665",1,2,2,yes
"10,666",1,27,25,yes
"10,671",1,11,11,yes
"10,676",1,6,6,yes
"10,677",1,12,12,yes
"10,680",1,9,7,yes
"10,682",0,7,5,yes
"10,683",0,2,2,yes
"10,691",1,6,4,yes
"10,694",0,9,7,yes
"10,695",0,8,8,yes
"10,696",1,9,7,yes
"10,698",1,7,7,yes
"10,700",0,3,2,yes
"10,702",0,2,1,yes
"10,703",1,5,3,yes
"10,705",0,7,5,yes
"10,706",1,4,4,yes
"10,707",1,3,2,yes
"10,709",0,6,5,yes
"10,710",1,13,13,yes
"10,713",1,3,1,yes
"10,714",1,4,2,yes
"10,715",0,3,2,yes
"10,721",1,4,4,yes
"10,725",1,11,10,yes
"10,727",1,11,8,yes
"10,729",0,4,2,yes
"10,732",1,3,1,yes
"10,734",1,2,2,yes
"10,740",0,1,0,no
"10,742",0,15,10,yes
"10,743",1,8,8,yes
"10,745",1,9,9,yes
"10,746",1,7,7,yes
"10,753",1,5,5,yes
"10,757",1,18,18,yes
"10,760",0,6,6,yes
"10,761",0,4,3,yes
"10,763",1,6,4,yes
"10,765",1,6,4,yes
"10,771",1,8,3,yes
"10,773",0,12,8,yes
"10,778",0,7,5,yes
"10,781",1,5,5,yes
"10,782",0,5,5,yes
"10,783",1,4,1,yes
"10,788",0,5,4,yes
"10,790",0,3,1,yes
"10,791",1,4,3,yes
"10,792",1,5,5,yes
"10,793",1,6,6,yes
"10,794",1,13,9,yes
"10,795",1,2,2,yes
"10,797",1,7,5,yes
"10,799",0,10,10,yes
"10,803",0,15,6,yes
"10,808",1,3,3,yes
"10,810",0,4,4,yes
"10,812",1,9,5,yes
"10,813",1,2,1,yes
"10,815",1,8,8,yes
"10,823",0,17,17,yes
"10,825",0,6,6,yes
"10,827",0,3,3,yes
"10,829",1,4,4,yes
"10,830",1,4,4,yes
"10,831",1,4,3,yes
"10,834",1,5,5,yes
"10,836",1,14,11,yes
"10,839",1,7,7,yes
"10,841",0,12,10,yes
"10,842",0,4,4,yes
"10,844",1,16,9,yes
"10,845",0,12,8,yes
"10,847",1,6,6,yes
"10,849",0,12,10,yes
"10,850",0,6,6,yes
"10,856",1,7,7,yes
"10,857",0,10,5,yes
"10,860",0,4,3,yes
"10,863",0,1,1,yes
"10,865",1,3,2,yes
"10,867",1,5,3,yes
"10,870",0,9,6,yes
"10,871",1,14,14,yes
"10,873",1,4,3,yes
"10,874",0,8,8,yes
"10,876",1,3,2,yes
"10,878",1,2,1,yes
"10,879",1,4,2,yes
"10,880",0,1,0,no
"10,882",1,10,7,yes
"10,883",0,4,2,yes
"10,887",0,3,2,yes
"10,889",1,3,3,yes
"10,891",0,7,7,yes
"10,893",0,8,6,yes
"10,894",1,5,3,yes
"10,897",1,4,4,yes
"10,900",1,10,9,yes
"10,904",1,3,3,yes
"10,905",0,2,2,yes
"10,906",0,4,3,yes
"10,907",0,2,1,yes
"10,908",0,1,0,no
"10,912",0,6,3,yes
"10,915",0,7,4,yes
"10,920",0,12,7,yes
"10,922",1,3,3,yes
"10,923",1,9,8,yes
"10,927",0,4,4,yes
"10,929",0,3,3,yes
"10,932",1,4,3,yes
"10,933",0,8,8,yes
"10,935",0,3,2,yes
"10,937",1,7,6,yes
"10,938",0,7,7,yes
"10,939",0,5,3,yes
"10,940",1,7,6,yes
"10,943",0,8,5,yes
"10,946",1,4,2,yes
"10,951",1,5,4,yes
"10,952",1,4,2,yes
"10,953",0,5,4,yes
"10,954",0,2,1,yes
"10,955",0,7,6,yes
"10,956",0,4,3,yes
"10,964",1,10,10,yes
"10,965",1,2,1,yes
"10,968",1,5,3,yes
"10,971",1,2,1,yes
"10,973",0,3,2,yes
"10,977",0,13,11,yes
"10,978",1,5,5,yes
"10,980",0,6,6,yes
"10,982",0,5,2,yes
"10,983",1,5,5,yes
"10,984",1,2,1,yes
"10,985",1,6,3,yes
"10,988",0,2,1,yes
"10,990",0,4,3,yes
"10,991",0,4,4,yes
"10,992",0,4,3,yes
"10,996",1,6,6,yes
"11,000",1,5,3,yes
"11,003",0,2,1,yes
"11,004",0,6,4,yes
"11,005",0,8,6,yes
"11,006",1,3,3,yes
"11,007",0,6,4,yes
"11,008",1,4,3,yes
"11,011",0,3,3,yes
"11,013",0,2,1,yes
"11,016",0,8,7,yes
"11,017",1,6,3,yes
"11,020",1,2,2,yes
"11,021",0,5,4,yes
"11,023",0,2,2,yes
"11,025",0,5,3,yes
"11,026",0,5,5,yes
"11,029",0,4,4,yes
"11,030",1,3,1,yes
"11,033",1,2,2,yes
"11,035",0,2,2,yes
"11,037",1,13,13,yes
"11,038",0,4,3,yes
"11,042",1,6,6,yes
"11,046",0,15,8,yes
"11,049",1,26,26,yes
"11,052",1,3,3,yes
"11,055",0,3,1,yes
"11,056",0,4,3,yes
"11,058",0,3,2,yes
"11,060",0,6,5,yes
"11,062",1,16,7,yes
"11,064",1,7,5,yes
"11,066",0,5,2,yes
"11,067",0,4,2,yes
"11,068",0,5,5,yes
"11,069",1,5,5,yes
"11,070",1,5,5,yes
"11,075",1,12,12,yes
"11,078",1,11,6,yes
"11,080",1,6,6,yes
"11,083",1,18,12,yes
"11,087",1,3,3,yes
"11,089",0,20,19,yes
"11,091",0,2,1,yes
"11,092",0,2,2,yes
"11,098",0,20,20,yes
"11,100",1,16,16,yes
"11,101",1,7,3,yes
"11,105",1,6,3,yes
"11,113",1,5,5,yes
"11,114",0,2,2,yes
"11,115",1,5,5,yes
"11,116",1,5,5,yes
"11,117",1,7,4,yes
"11,118",1,4,3,yes
"11,120",1,8,5,yes
"11,123",0,5,3,yes
"11,126",1,5,3,yes
"11,127",0,12,11,yes
"11,132",1,2,1,yes
"11,133",1,8,4,yes
"11,134",1,7,7,yes
"11,137",1,67,59,yes
"11,141",0,3,3,yes
"11,146",1,3,3,yes
"11,148",1,5,3,yes
"11,154",1,42,22,yes
"11,156",0,5,4,yes
"11,157",0,4,3,yes
"11,159",1,3,3,yes
"11,167",0,9,8,yes
"11,168",0,4,3,yes
"11,174",0,4,3,yes
"11,175",1,6,3,yes
"11,177",0,6,4,yes
"11,178",1,26,26,yes
"11,184",1,2,2,yes
"11,185",0,7,3,yes
"11,186",0,5,5,yes
"11,188",1,7,5,yes
"11,189",1,5,2,yes
"11,193",1,3,3,yes
"11,196",1,3,3,yes
"11,197",0,2,0,no
"11,199",0,12,8,yes
"11,201",0,2,2,yes
"11,202",0,3,2,yes
"11,206",1,3,2,yes
"11,209",1,12,8,yes
"11,210",0,4,2,yes
"11,211",1,3,2,yes
"11,213",1,7,4,yes
"11,215",1,9,9,yes
"11,216",0,7,5,yes
"11,217",1,10,10,yes
"11,218",0,2,2,yes
"11,220",0,4,2,yes
"11,221",0,4,4,yes
"11,222",0,7,4,yes
"11,223",0,3,1,yes
"11,227",1,6,2,yes
"11,229",1,9,8,yes
"11,232",0,9,6,yes
"11,235",0,3,2,yes
"11,236",0,5,3,yes
"11,237",1,3,3,yes
"11,238",0,2,1,yes
"11,241",0,14,14,yes
"11,242",1,7,3,yes
"11,243",0,11,8,yes
"11,244",0,3,1,yes
"11,248",0,20,20,yes
"11,249",1,3,3,yes
"11,256",1,4,3,yes
"11,258",0,5,4,yes
"11,260",1,2,2,yes
"11,261",1,4,3,yes
"11,262",1,5,1,yes
"11,268",1,2,2,yes
"11,270",0,2,1,yes
"11,271",0,3,3,yes
"11,272",0,8,8,yes
"11,273",1,9,9,yes
"11,275",0,10,9,yes
"11,278",1,2,2,yes
"11,284",0,1,0,no
"11,286",0,6,4,yes
"11,289",1,5,1,yes
"11,290",1,3,1,yes
"11,292",0,2,2,yes
"11,293",1,4,4,yes
"11,295",1,7,7,yes
"11,296",1,2,2,yes
"11,298",1,5,5,yes
"11,302",1,2,1,yes
"11,303",0,3,3,yes
"11,305",0,6,3,yes
"11,306",0,6,5,yes
"11,309",0,4,4,yes
"11,312",1,9,6,yes
"11,313",0,4,3,yes
"11,315",0,5,3,yes
"11,316",1,5,5,yes
"11,317",0,10,5,yes
"11,319",1,9,9,yes
"11,320",0,6,3,yes
"11,321",1,8,7,yes
"11,324",0,2,1,yes
"11,329",1,13,13,yes
"11,330",1,5,3,yes
"11,331",0,4,4,yes
"11,332",0,8,4,yes
"11,333",0,2,2,yes
"11,337",1,4,4,yes
"11,339",1,4,4,yes
"11,342",1,4,4,yes
"11,343",1,5,4,yes
"11,345",1,12,6,yes
"11,348",0,5,3,yes
"11,349",0,14,14,yes
"11,351",1,8,8,yes
"11,353",0,6,3,yes
"11,356",0,6,3,yes
"11,361",1,10,3,yes
"11,363",0,3,2,yes
"11,370",1,3,3,yes
"11,372",0,3,1,yes
"11,374",1,7,4,yes
"11,375",1,5,5,yes
"11,377",1,11,7,yes
"11,379",1,4,4,yes
"11,380",0,4,4,yes
"11,385",1,5,2,yes
"11,386",1,9,5,yes
"11,388",1,4,3,yes
"11,392",1,3,3,yes
"11,394",1,3,1,yes
"11,395",0,2,1,yes
"11,398",0,3,1,yes
"11,400",1,3,1,yes
"11,402",0,8,8,yes
"11,403",1,6,3,yes
"11,408",1,5,5,yes
"11,411",1,2,2,yes
"11,413",1,8,8,yes
"11,416",1,3,1,yes
"11,418",0,5,3,yes
"11,420",0,3,3,yes
"11,421",1,9,4,yes
"11,422",1,2,1,yes
"11,424",0,7,6,yes
"11,425",1,8,8,yes
"11,428",1,6,6,yes
"11,429",1,9,6,yes
"11,430",1,8,8,yes
"11,432",0,19,15,yes
"11,433",1,7,7,yes
"11,435",0,2,2,yes
"11,438",1,2,1,yes
"11,440",0,8,7,yes
"11,444",1,9,9,yes
"11,446",0,4,2,yes
"11,448",0,8,4,yes
