"id","id_user","ari","characters","complexwords","syllables","sentences","words","class","class2"
"29,070","10,136",7.862,198,11,78,4,38,top_5_10,outstanding
"27,675","10,136",3.388,204,6,72,5,48,top_5_10,outstanding
"26,534","10,136",8.2,638,19,217,8,147,top_5_10,outstanding
"17,589","10,136",5.475,874,30,310,16,199,top_5_10,outstanding
"17,492","10,136",8.341,"1,946",61,665,26,424,top_5_10,outstanding
"14,016","10,136",8.792,546,19,184,7,118,top_5_10,outstanding
"18,570","14,192",6.563,312,9,107,5,70,top_5_10,outstanding
"37,981","7,466",8.563,"1,563",45,520,21,334,top_5_10,outstanding
"6,882","7,466",14.991,"1,109",35,377,8,255,top_5_10,outstanding
"4,235","7,466",12.044,808,21,283,7,194,top_5_10,outstanding
"4,898","7,466",6.643,433,7,140,6,106,top_5_10,outstanding
"4,292","7,466",7.843,690,23,249,9,159,top_5_10,outstanding
"21,003","7,388",9.981,921,27,301,10,205,top_5_10,outstanding
"3,872","7,388",13.422,515,9,178,4,134,top_5_10,outstanding
"3,829","7,388",9.031,"1,068",31,371,12,252,top_5_10,outstanding
"8,703","7,503",1.765,101,3,34,3,25,top_5_10,outstanding
"36,912","17,361",4.635,270,7,100,5,65,top_5_10,outstanding
"35,095","17,361",4.788,249,8,90,6,54,top_5_10,outstanding
"35,320","17,361",9.026,"1,306",51,454,17,275,top_5_10,outstanding
"32,448","17,361",3.071,226,9,79,6,53,top_5_10,outstanding
"23,658","7,602",2.682,258,4,88,6,65,top_5_10,outstanding
"8,498","7,602",4.928,289,15,108,6,65,top_5_10,outstanding
"6,607","7,602",10.946,422,12,145,4,100,top_5_10,outstanding
"4,868","7,602",5.07,353,8,133,5,102,top_5_10,outstanding
"6,650","7,335",8.062,515,9,173,6,130,top_5_10,outstanding
"33,489","20,140",15.451,818,42,309,6,169,top_5_10,outstanding
"28,899","20,140",13.827,"2,014",76,714,16,443,top_5_10,outstanding
"3,467","7,254",4.818,169,6,68,3,41,top_5_10,outstanding
"3,419","7,254",4.634,227,6,75,5,51,top_5_10,outstanding
"3,365","7,254",6.425,489,13,168,7,119,top_5_10,outstanding
"36,544","19,907",1.293,531,15,186,15,138,top_5_10,outstanding
"36,282","19,907",3.713,370,14,130,8,89,top_5_10,outstanding
"36,346","19,907",3.258,209,5,70,5,50,top_5_10,outstanding
"36,345","19,907",6.595,252,15,92,5,52,top_5_10,outstanding
"36,297","19,907",4.718,154,3,53,3,36,top_5_10,outstanding
"33,775","19,907",6.246,459,20,163,9,97,top_5_10,outstanding
"35,184","19,907",10.707,658,24,228,7,140,top_5_10,outstanding
"33,736","19,907",6.881,301,13,104,5,65,top_5_10,outstanding
"27,911","19,907",0.425,207,2,68,6,57,top_5_10,outstanding
"34,358","8,311",4.593,297,6,101,6,69,top_5_10,outstanding
"32,366","15,476",9.661,520,18,172,6,113,top_5_10,outstanding
"19,760","14,696",12.822,"1,029",39,360,9,220,top_5_10,outstanding
"15,986","9,735",5.975,433,11,146,8,95,top_5_10,outstanding
"13,761","9,735",10.852,420,14,147,4,100,top_5_10,outstanding
"9,658","9,735",7.575,193,10,74,3,41,top_5_10,outstanding
"9,649","9,735",5.967,179,6,63,3,41,top_5_10,outstanding
"13,985","9,406",15.21,827,34,296,6,180,top_5_10,outstanding
"8,721","9,406",6.641,793,19,281,11,194,top_5_10,outstanding
"9,068","9,406",7.217,968,51,362,16,205,top_5_10,outstanding
"22,651","16,291",5.553,168,7,61,4,35,top_5_10,outstanding
"22,599","16,291",10.084,347,15,119,4,73,top_5_10,outstanding
"28,588","8,772",10.091,153,9,51,2,30,top_5_10,outstanding
"13,382","8,772",8.858,544,14,183,6,134,top_5_10,outstanding
"11,539","8,772",4.595,156,6,53,3,37,top_5_10,outstanding
"3,727","7,261",7,325,13,114,6,67,top_5_10,outstanding
"3,726","7,261",7.819,869,40,318,12,193,top_5_10,outstanding
"2,806","6,735",14.263,"1,302",46,463,10,288,top_5_10,outstanding
"31,514","14,220",23.069,621,21,241,3,150,top_5_10,outstanding
"31,503","14,220",5.59,211,8,75,4,47,top_5_10,outstanding
"37,929","27,909",2.054,168,5,62,4,44,top_5_10,outstanding
"37,117","27,909",6.484,481,14,162,7,115,top_5_10,outstanding
"37,057","27,909",7.77,343,5,111,4,90,top_5_10,outstanding
"37,050","27,909",3.372,234,3,74,5,58,top_5_10,outstanding
"14,532","8,353",9.012,"1,133",25,416,12,292,top_5_10,outstanding
"6,388","8,353",6.527,266,8,97,4,62,top_5_10,outstanding
"29,041","15,165",3.071,226,9,87,4,65,top_5_10,outstanding
"27,797","15,165",4.943,185,5,67,3,47,top_5_10,outstanding
"26,347","15,165",4.558,198,7,71,5,43,top_5_10,outstanding
"34,080","15,858",6.713,388,16,133,7,82,top_5_10,outstanding
"30,115","15,858",10.466,"1,412",50,488,15,307,top_5_10,outstanding
"21,979","15,858",10.99,896,29,315,9,196,top_5_10,outstanding
"21,978","15,858",12.196,871,29,317,8,187,top_5_10,outstanding
"30,114","15,858",9.279,566,20,212,6,140,top_5_10,outstanding
"30,113","15,858",8.243,"1,826",56,647,24,405,top_5_10,outstanding
"8,182","7,959",6.982,333,7,112,5,75,top_5_10,outstanding
"6,646","7,959",10.49,291,5,97,3,65,top_5_10,outstanding
"28,693","13,273",7.046,706,13,236,10,164,top_5_10,outstanding
"26,275","13,273",5.217,219,8,81,5,47,top_5_10,outstanding
"22,548","13,273",10.903,496,23,186,5,109,top_5_10,outstanding
"22,748","13,273",-0.293,169,2,55,6,46,top_5_10,outstanding
"16,757","13,273",3.243,941,24,333,18,250,top_5_10,outstanding
"31,526","13,273",9.091,424,14,146,5,95,top_5_10,outstanding
"30,508","13,273",3.605,175,7,66,5,39,top_5_10,outstanding
"28,690","13,273",10.56,319,4,108,3,82,top_5_10,outstanding
"22,707","13,273",2.014,190,3,65,5,48,top_5_10,outstanding
"27,421","16,492",6.863,551,27,198,9,120,top_5_10,outstanding
"26,030","16,492",4.833,413,7,157,6,119,top_5_10,outstanding
"23,644","16,492",6.592,607,14,211,9,142,top_5_10,outstanding
"23,673","16,492",11.543,326,9,118,3,75,top_5_10,outstanding
"23,293","11,412",7.909,524,10,180,6,139,top_5_10,outstanding
"22,831","11,412",12.143,683,24,238,6,157,top_5_10,outstanding
"21,494","11,412",2.454,299,0,90,6,83,top_5_10,outstanding
"13,460","11,412",5.3,335,10,123,5,88,top_5_10,outstanding
"28,550","17,137",3.067,432,11,153,9,111,top_5_10,outstanding
"28,353","17,137",5.226,260,7,87,5,59,top_5_10,outstanding
"26,393","17,137",8.158,505,15,181,6,123,top_5_10,outstanding
"26,020","17,137",7.654,490,15,174,6,122,top_5_10,outstanding
"2,261","6,814",8.99,448,9,148,5,107,top_5_10,outstanding
"25,462","7,182",7.334,531,12,179,7,127,top_5_10,outstanding
"6,600","7,182",7.52,427,14,146,6,96,top_5_10,outstanding
"3,221","7,182",8.978,641,21,228,8,139,top_5_10,outstanding
"3,220","7,182",10.287,510,13,172,5,125,top_5_10,outstanding
"27,301","14,950",7.564,690,12,227,9,163,top_5_10,outstanding
"24,922","14,950",5.514,389,9,130,7,89,top_5_10,outstanding
"19,932","14,950",9.14,701,25,244,8,161,top_5_10,outstanding
"27,856","14,950",4.596,688,13,236,11,183,top_5_10,outstanding
"2,144","6,773",7.301,287,11,110,4,66,top_5_10,outstanding
"22,351","9,510",4.245,261,5,96,4,76,top_5_10,outstanding
"9,003","9,510",5.339,"1,397",25,483,21,363,top_5_10,outstanding
"34,974","15,790",6.703,320,12,114,5,72,top_5_10,outstanding
"21,811","15,790",11.885,"1,231",44,424,12,256,top_5_10,outstanding
"25,537","11,584",8.919,531,20,188,6,126,top_5_10,outstanding
"13,876","11,584",12.456,972,34,336,9,202,top_5_10,outstanding
"14,271","11,584",22.126,604,30,225,3,133,top_5_10,outstanding
"27,345","16,440",10.088,522,17,175,6,110,top_5_10,outstanding
"23,115","16,440",11.776,610,20,202,6,127,top_5_10,outstanding
"22,822","16,440",8.848,452,20,157,7,89,top_5_10,outstanding
"35,842","17,353",13.73,862,34,302,7,185,top_5_10,outstanding
"35,840","17,353",8.438,817,25,285,10,188,top_5_10,outstanding
"4,338","7,225",5.666,413,11,150,6,107,top_5_10,outstanding
"4,339","7,225",9.479,264,7,90,3,59,top_5_10,outstanding
"29,263","12,625",5.127,"1,004",21,337,17,244,top_5_10,outstanding
"4,944","7,754",6.462,"2,188",63,763,31,535,top_5_10,outstanding
"6,381","7,754",8.186,754,26,263,10,167,top_5_10,outstanding
"4,785","7,754",11.654,506,17,177,5,106,top_5_10,outstanding
"23,264","16,783",3.349,342,7,125,6,96,top_5_10,outstanding
"22,688","13,825",9.399,397,11,130,5,83,top_5_10,outstanding
"22,687","13,825",7.794,868,24,285,12,193,top_5_10,outstanding
"22,415","13,825",17.159,551,30,189,4,99,top_5_10,outstanding
"22,554","13,825",9.852,483,13,166,5,115,top_5_10,outstanding
"29,013","19,969",9.722,456,17,164,5,103,top_5_10,outstanding
"28,876","19,969",13.089,"1,109",44,399,10,224,top_5_10,outstanding
"28,806","19,969",3.943,203,7,72,4,50,top_5_10,outstanding
"29,004","19,969",2.349,282,6,98,7,71,top_5_10,outstanding
"2,396","6,912",10.557,616,26,223,6,147,top_5_10,outstanding
"33,349","14,054",9.235,"1,217",40,413,14,275,top_5_10,outstanding
"33,342","14,054",8.473,"1,625",53,556,22,348,top_5_10,outstanding
"22,558","14,054",12.625,771,26,263,7,161,top_5_10,outstanding
"5,128","7,893",18.691,854,19,303,5,205,top_5_10,outstanding
"6,446","7,962",3.811,212,5,77,4,54,top_5_10,outstanding
"24,634","12,660",4.722,157,6,60,3,37,top_5_10,outstanding
"15,838","12,660",6.011,500,16,173,8,117,top_5_10,outstanding
"15,824","12,660",12.531,712,22,245,6,168,top_5_10,outstanding
"15,799","12,660",1.416,73,1,26,2,19,top_5_10,outstanding
"25,791","18,395",12.88,459,17,160,4,98,top_5_10,outstanding
"13,730","11,542",11.608,224,7,77,2,54,top_5_10,outstanding
"15,645","11,732",16.64,769,18,291,5,194,top_5_10,outstanding
"15,773","11,732",6.135,378,15,144,6,88,top_5_10,outstanding
"15,062","11,732",5.355,277,12,98,5,64,top_5_10,outstanding
"14,152","11,732",4.986,194,2,65,3,51,top_5_10,outstanding
"20,858","15,290",9.799,"2,406",64,780,29,502,top_5_10,outstanding
"20,756","15,290",115.102,"2,571",31,900,3,718,top_5_10,outstanding
"33,368","23,044",25.205,"1,368",57,495,6,311,top_5_10,outstanding
"32,135","23,044",23.982,"1,087",23,360,5,246,top_5_10,outstanding
"33,251","23,044",14.189,"2,642",103,903,21,556,top_5_10,outstanding
"34,914","19,196",2.822,350,7,120,7,94,top_5_10,outstanding
"34,906","19,196",12.762,"1,066",31,368,9,242,top_5_10,outstanding
"34,120","19,196",2.974,138,2,43,3,35,top_5_10,outstanding
"30,135","19,196",2.41,120,1,36,3,30,top_5_10,outstanding
"30,087","19,196",2.882,138,2,45,4,32,top_5_10,outstanding
"28,950","19,196",1.195,75,4,29,3,18,top_5_10,outstanding
"28,936","19,196",1.912,75,1,23,2,19,top_5_10,outstanding
"28,932","19,196",7.722,168,3,52,2,43,top_5_10,outstanding
"28,508","19,196",9.998,473,13,161,5,108,top_5_10,outstanding
"29,773","19,196",2.121,121,3,44,3,31,top_5_10,outstanding
"2,904","6,990",10.052,"3,101",118,"1,060",35,664,top_10_15,outstanding
"27,364","12,933",9.826,343,13,123,4,73,top_10_15,outstanding
"25,012","12,933",9.463,661,30,241,8,141,top_10_15,outstanding
"18,705","12,933",7.482,251,5,88,3,66,top_10_15,outstanding
"20,833","12,933",15.686,"2,042",55,723,14,493,top_10_15,outstanding
"26,019","18,560",4.365,298,7,104,5,78,top_10_15,outstanding
"20,161","15,016",15.816,"1,161",27,388,8,262,top_10_15,outstanding
"36,252","27,265",4.506,634,15,217,11,160,top_10_15,outstanding
"36,292","27,265",8.07,826,22,289,10,199,top_10_15,outstanding
"14,374","9,628",5.938,294,11,108,5,67,top_10_15,outstanding
"14,014","9,628",5.58,286,12,108,5,66,top_10_15,outstanding
"13,422","9,628",0.769,280,6,107,7,80,top_10_15,outstanding
"12,093","9,628",3.631,197,8,73,4,49,top_10_15,outstanding
"34,105","20,389",3.606,156,4,56,3,40,top_10_15,outstanding
"29,395","20,389",7.529,401,14,133,6,87,top_10_15,outstanding
"28,951","20,389",0.731,104,4,37,3,28,top_10_15,outstanding
"28,817","20,389",14.733,272,7,90,2,62,top_10_15,outstanding
"28,587","20,389",3.98,349,3,113,7,85,top_10_15,outstanding
"28,585","20,389",3.053,133,2,45,3,33,top_10_15,outstanding
"28,575","20,389",2.472,114,2,33,4,26,top_10_15,outstanding
"28,595","20,389",10.079,389,8,127,4,91,top_10_15,outstanding
"29,413","20,389",10.69,"1,237",37,449,12,292,top_10_15,outstanding
"29,410","20,389",11.078,331,10,131,3,85,top_10_15,outstanding
"28,956","20,389",8.521,133,5,48,2,27,top_10_15,outstanding
"28,955","20,389",4.98,104,4,38,2,24,top_10_15,outstanding
"10,015","9,683",7.462,368,16,133,5,85,top_10_15,outstanding
"10,029","9,683",6.417,324,11,114,5,75,top_10_15,outstanding
"21,727","9,553",8.213,444,14,153,6,97,top_10_15,outstanding
"14,197","9,553",8.537,"1,229",42,407,17,259,top_10_15,outstanding
"11,789","9,553",8.155,422,17,148,6,90,top_10_15,outstanding
"9,168","9,553",10.398,489,23,174,6,97,top_10_15,outstanding
"11,763","9,553",7.088,867,23,304,12,204,top_10_15,outstanding
"9,415","9,553",6.903,368,14,129,6,80,top_10_15,outstanding
"17,573","12,497",13.3,377,11,128,3,90,top_10_15,outstanding
"17,549","12,497",9.185,273,9,97,3,65,top_10_15,outstanding
"17,547","12,497",8.758,"1,298",52,466,21,253,top_10_15,outstanding
"16,828","12,497",5.268,626,6,224,9,172,top_10_15,outstanding
"6,575","8,352",18.827,857,31,301,5,189,top_10_15,outstanding
"6,521","8,352",6.877,190,7,70,3,42,top_10_15,outstanding
"25,885","18,451",2.312,"2,165",24,719,50,563,top_10_15,outstanding
"13,307","8,906",2.343,336,11,128,7,92,top_10_15,outstanding
"12,956","8,906",3.263,312,11,107,8,73,top_10_15,outstanding
"12,955","8,906",2.79,355,10,125,9,86,top_10_15,outstanding
"7,632","8,906",8.86,539,24,194,7,115,top_10_15,outstanding
"7,876","8,906",9.254,272,9,95,3,64,top_10_15,outstanding
"4,959","7,814",9.636,353,11,126,4,78,top_10_15,outstanding
"4,960","7,814",5.263,127,2,43,2,32,top_10_15,outstanding
"34,802","14,193",10.929,708,33,244,8,142,top_10_15,outstanding
"18,572","14,193",11.814,"1,218",43,425,11,279,top_10_15,outstanding
"24,744","17,583",8.374,662,26,236,8,155,top_10_15,outstanding
"24,585","17,583",9.488,432,12,147,5,95,top_10_15,outstanding
"11,938","7,574",3.588,85,2,31,2,20,top_10_15,outstanding
"7,973","7,574",10.306,"1,678",53,583,17,390,top_10_15,outstanding
"7,117","7,574",15.026,671,27,236,5,142,top_10_15,outstanding
"7,116","7,574",8.699,445,11,159,5,109,top_10_15,outstanding
"33,319","20,514",2.695,310,6,110,7,79,top_10_15,outstanding
"28,900","20,514",6.345,284,7,92,5,62,top_10_15,outstanding
"28,731","20,514",4.827,450,15,164,8,109,top_10_15,outstanding
"33,853","20,514",12.705,759,31,259,7,155,top_10_15,outstanding
"34,447","23,962",7.891,473,12,167,6,111,top_10_15,outstanding
"33,779","23,962",7.881,492,15,174,6,120,top_10_15,outstanding
"3,807","7,384",12.932,739,20,255,6,179,top_10_15,outstanding
"26,430","18,855",11.536,601,24,213,6,126,top_10_15,outstanding
"29,618","21,148",9.961,208,4,76,2,58,top_10_15,outstanding
"29,617","21,148",8.216,297,12,102,4,65,top_10_15,outstanding
"32,896","21,148",2.406,117,4,43,3,29,top_10_15,outstanding
"22,462","16,196",10.557,604,19,212,6,140,top_10_15,outstanding
"22,461","16,196",8.105,903,31,309,12,201,top_10_15,outstanding
"22,460","16,196",12.039,"2,014",74,722,18,456,top_10_15,outstanding
"22,456","16,196",12.146,"1,139",32,394,10,262,top_10_15,outstanding
"20,199","14,971",5.868,166,5,60,3,37,top_10_15,outstanding
"20,745","14,971",5.194,226,8,76,5,49,top_10_15,outstanding
"29,859","16,723",7.923,705,21,235,10,153,top_10_15,outstanding
"28,796","16,723",11.114,688,21,232,7,147,top_10_15,outstanding
"23,187","16,723",10.073,614,6,202,6,157,top_10_15,outstanding
"18,857","7,267",15.628,"1,168",49,411,9,223,top_10_15,outstanding
"15,728","10,998",11.645,"1,064",25,333,10,235,top_10_15,outstanding
"36,725","25,859",11.109,"2,367",61,789,23,531,top_10_15,outstanding
"36,551","25,859",14.652,533,21,194,4,117,top_10_15,outstanding
"36,549","25,859",13.289,723,30,265,6,158,top_10_15,outstanding
"34,949","25,859",9.59,580,21,220,6,143,top_10_15,outstanding
"16,350","13,059",6.82,"1,386",19,471,18,355,top_10_15,outstanding
"29,507","14,488",21.492,782,27,270,4,175,top_10_15,outstanding
"29,364","14,488",0.102,146,3,54,5,39,top_10_15,outstanding
"28,945","14,488",9.037,232,11,82,3,49,top_10_15,outstanding
"29,462","14,488",6.55,168,3,53,3,36,top_10_15,outstanding
"33,527","14,488",6.656,185,6,67,3,41,top_10_15,outstanding
"36,235","22,292",6.92,202,6,69,3,46,top_10_15,outstanding
"36,410","22,292",-0.002,62,1,21,2,17,top_10_15,outstanding
"36,409","22,292",8.034,227,9,81,3,51,top_10_15,outstanding
"33,729","22,292",12.804,710,23,245,6,160,top_10_15,outstanding
"33,727","22,292",13.138,735,23,256,6,169,top_10_15,outstanding
"31,151","22,292",4.623,144,4,50,3,33,top_10_15,outstanding
"35,071","22,292",9.888,455,17,167,5,101,top_10_15,outstanding
"20,719","12,619",9.146,720,27,252,9,154,top_10_15,outstanding
"15,742","12,619",9.729,768,29,283,8,184,top_10_15,outstanding
"28,619","8,524",7.648,169,6,61,3,34,top_10_15,outstanding
"28,316","8,524",7.814,358,12,122,5,79,top_10_15,outstanding
"6,709","8,524",14.04,534,18,206,4,139,top_10_15,outstanding
"34,302","25,006",14.285,794,32,298,6,182,top_10_15,outstanding
"23,925","17,160",19.314,"7,242",305,"2,530",42,"1,460",top_10_15,outstanding
"32,225","23,033",15.527,851,23,278,6,189,top_10_15,outstanding
"32,224","23,033",7.87,667,21,246,8,166,top_10_15,outstanding
"16,727","9,834",15.988,717,28,257,5,152,top_10_15,outstanding
"17,548","13,177",13.641,429,25,159,4,81,top_10_15,outstanding
"17,546","13,177",13.59,"1,253",62,428,11,249,top_10_15,outstanding
"17,543","13,177",7.721,959,54,342,21,182,top_10_15,outstanding
"17,441","13,177",3.606,291,14,113,6,72,top_10_15,outstanding
"18,782","14,310",9.012,"1,637",67,578,21,348,top_10_15,outstanding
"18,780","14,310",9.926,663,25,234,8,137,top_10_15,outstanding
"18,770","14,310",9.153,"1,198",34,413,13,291,top_10_15,outstanding
"20,885","7,915",8.467,455,18,158,6,99,top_10_15,outstanding
"5,187","7,915",5.858,468,14,174,7,116,top_10_15,outstanding
"35,812","26,195",17.442,"1,092",49,395,7,227,top_10_15,outstanding
"35,174","26,195",10.471,651,20,229,7,140,top_10_15,outstanding
"35,292","26,195",18.01,"1,621",68,572,10,341,top_10_15,outstanding
"35,228","26,195",9.655,"1,349",54,477,17,277,top_10_15,outstanding
"35,206","26,195",9.481,632,28,225,8,131,top_10_15,outstanding
"35,226","26,195",17.953,"1,068",47,362,7,201,top_10_15,outstanding
"28,913","7,025",8.209,313,14,118,4,71,top_10_15,outstanding
"2,715","7,025",6.672,292,7,105,4,72,top_10_15,outstanding
"26,329","10,394",15.785,"1,415",54,505,10,300,top_10_15,outstanding
"26,441","10,394",13.715,630,23,228,5,141,top_10_15,outstanding
"26,440","10,394",13.989,353,17,124,3,70,top_10_15,outstanding
"16,201","10,394",8.001,291,14,102,5,58,top_10_15,outstanding
"16,295","10,394",10.154,237,10,82,3,47,top_10_15,outstanding
"16,688","10,394",10.953,265,11,90,3,53,top_10_15,outstanding
"16,646","10,394",13.567,408,16,139,4,75,top_10_15,outstanding
"16,645","10,394",9.254,607,22,215,8,125,top_10_15,outstanding
"15,097","10,394",11.338,451,20,154,5,89,top_10_15,outstanding
"13,565","10,394",8.882,"1,064",36,376,13,236,top_10_15,outstanding
"13,295","10,394",14.721,665,22,218,5,144,top_10_15,outstanding
"16,382","10,394",7.62,275,10,96,5,55,top_10_15,outstanding
"33,576","10,394",13.078,784,31,272,7,160,top_10_15,outstanding
"23,254","10,394",6.612,241,9,85,4,53,top_10_15,outstanding
"34,051","24,908",9.407,719,23,253,8,165,top_10_15,outstanding
"19,134","10,351",16.04,577,16,200,4,123,top_10_15,outstanding
"11,582","10,351",6.679,402,9,136,6,93,top_10_15,outstanding
"11,163","10,351",12.805,"1,271",46,436,11,276,top_10_15,outstanding
"34,487","11,747",10.967,"1,136",32,380,11,260,top_10_15,outstanding
"14,181","11,747",9.391,798,28,275,9,181,top_10_15,outstanding
"3,158","6,921",8.237,409,11,139,5,96,top_10_15,outstanding
"3,195","6,921",6.859,395,7,142,5,104,top_10_15,outstanding
"14,747","11,618",7.211,328,9,109,6,67,top_10_15,outstanding
"13,952","11,618",5.478,335,13,113,6,77,top_10_15,outstanding
"2,290","6,853",7.446,56,3,23,2,10,top_10_15,outstanding
"13,980","11,093",6.699,311,9,110,5,69,top_10_15,outstanding
"12,946","11,093",12.454,"1,387",58,488,13,285,top_10_15,outstanding
"12,939","11,093",9.918,403,14,136,5,82,top_10_15,outstanding
"12,798","11,093",9.8,735,21,256,8,166,top_10_15,outstanding
"12,789","11,093",6.693,408,15,146,7,88,top_10_15,outstanding
"12,787","11,093",8.837,"1,344",48,469,17,292,top_10_15,outstanding
"12,779","11,093",9.897,650,21,226,7,147,top_10_15,outstanding
"23,220","8,915",9.412,952,29,324,11,211,top_10_15,outstanding
"18,000","8,915",3.91,356,6,117,7,88,top_10_15,outstanding
"15,768","12,641",13.527,369,17,134,3,81,top_10_15,outstanding
"22,392","12,641",10.759,342,17,124,4,68,top_10_15,outstanding
"15,917","12,793",10.186,967,23,318,10,222,top_10_15,outstanding
"6,549","8,465",5.479,166,6,59,3,38,top_10_15,outstanding
"37,113","22,985",12.728,712,37,259,7,138,top_10_15,outstanding
"35,942","22,985",7.637,308,14,111,5,64,top_10_15,outstanding
"32,109","22,985",11.584,"1,310",47,432,13,275,top_10_15,outstanding
"32,499","22,985",16.198,"2,157",84,779,15,447,top_10_15,outstanding
"28,668","12,723",4.657,419,13,151,7,107,top_10_15,outstanding
"15,928","12,723",10.301,794,25,284,8,186,top_10_15,outstanding
"15,870","12,723",8.229,"1,322",36,456,17,298,top_10_15,outstanding
"23,698","17,030",8.851,463,16,167,5,118,top_10_15,outstanding
"2,853","7,074",7.572,282,10,100,5,57,top_10_15,outstanding
"2,848","7,074",8.176,352,13,122,5,75,top_10_15,outstanding
"14,652","7,470",3.458,246,10,97,5,62,top_10_15,outstanding
"8,168","7,470",7.673,641,9,220,8,156,top_10_15,outstanding
"15,045","11,767",32.353,585,21,216,2,131,top_10_15,outstanding
"15,018","11,767",11.415,421,13,143,4,94,top_10_15,outstanding
"14,633","11,767",10.574,697,19,250,7,159,top_10_15,outstanding
"14,550","11,767",4.916,337,4,117,6,81,top_10_15,outstanding
"14,500","11,767",19.214,875,21,303,5,194,top_10_15,outstanding
"14,576","11,767",3.906,343,10,123,6,91,top_10_15,outstanding
"14,448","11,767",5.743,328,12,123,5,81,top_10_15,outstanding
"14,343","11,767",9.729,480,18,180,5,115,top_10_15,outstanding
"14,325","11,767",62.713,538,19,194,1,129,top_10_15,outstanding
"14,319","11,767",31.552,280,8,98,1,66,top_10_15,outstanding
"14,313","11,767",11.062,371,18,139,4,76,top_10_15,outstanding
"14,254","11,767",10.381,360,15,127,4,76,top_10_15,outstanding
"14,217","11,767",8.806,322,10,114,4,71,top_10_15,outstanding
"26,248","13,746",9.783,"1,088",29,360,12,243,top_10_15,outstanding
"22,261","13,746",7.026,527,10,178,7,129,top_10_15,outstanding
"26,237","13,746",12.029,"1,081",28,362,10,234,top_10_15,outstanding
"27,293","18,608",5.236,458,14,158,9,103,top_10_15,outstanding
"26,641","18,608",7.696,503,20,173,8,105,top_10_15,outstanding
"37,863","28,580",13.921,"1,020",29,341,8,227,top_10_15,outstanding
"6,758","6,837",7.765,288,10,104,4,64,top_10_15,outstanding
"3,519","7,293",13.176,"2,640",87,916,22,581,top_10_15,outstanding
"29,978","19,422",7.631,206,12,87,3,45,top_10_15,outstanding
"27,724","19,422",7.805,195,11,72,3,41,top_10_15,outstanding
"27,199","19,422",8.851,692,34,259,10,140,top_10_15,outstanding
"5,158","7,903",6.092,438,6,150,6,115,top_10_15,outstanding
"22,536","16,267",6.166,192,5,64,3,45,top_10_15,outstanding
"36,499","16,202",5.826,158,7,56,4,32,top_10_15,outstanding
"7,215","8,428",14.818,385,15,138,3,78,top_10_15,outstanding
"6,464","8,428",4.312,162,3,52,3,40,top_10_15,outstanding
"6,463","8,428",8.469,214,6,70,3,45,top_10_15,outstanding
"6,560","8,428",8.62,260,9,90,4,52,top_10_15,outstanding
"30,138","16,922",8.383,591,17,205,7,141,top_10_15,outstanding
"18,108","13,887",9.406,"1,264",29,445,13,324,top_10_15,outstanding
"7,097","8,705",8.831,335,13,124,4,76,top_10_15,outstanding
"19,527","14,720",4.499,429,8,134,8,104,top_10_15,outstanding
"9,716","9,631",10.586,992,22,316,10,225,top_10_15,outstanding
"9,715","9,631",8.598,352,8,120,4,86,top_10_15,outstanding
"22,677","9,964",7.049,161,6,56,3,33,top_10_15,outstanding
"22,598","9,964",10.181,261,11,86,4,48,top_10_15,outstanding
"11,956","9,964",15.589,840,32,309,6,179,top_10_15,outstanding
"27,383","8,740",14.427,952,32,345,7,236,top_10_15,outstanding
"7,190","8,740",10.789,"1,132",43,385,13,227,top_10_15,outstanding
"14,224","10,931",6.028,376,8,131,6,88,top_10_15,outstanding
"12,371","10,931",7.724,920,30,302,13,203,top_10_15,outstanding
"32,242","16,936",19.801,541,15,193,3,127,top_10_15,outstanding
"30,156","16,936",10.123,378,17,127,6,69,top_10_15,outstanding
"29,567","16,936",4.317,576,17,216,9,162,top_10_15,outstanding
"24,548","16,936",6.377,170,3,55,3,37,top_10_15,outstanding
"24,547","16,936",5.336,149,7,51,3,33,top_10_15,outstanding
"9,837","7,345",7.402,396,11,142,5,98,top_10_15,outstanding
"33,714","16,498",10.492,438,18,154,5,90,top_10_15,outstanding
"33,701","16,498",16.734,"2,117",78,730,14,455,top_10_15,outstanding
"27,257","16,498",11.056,543,12,186,5,134,top_10_15,outstanding
"26,061","16,498",9.234,339,14,123,4,75,top_10_15,outstanding
"33,309","24,225",12.162,"1,539",66,527,15,313,top_10_15,outstanding
"33,297","24,225",11.458,"3,615",107,"1,219",34,814,top_10_15,outstanding
"33,341","24,225",10.336,"1,791",64,609,20,378,top_10_15,outstanding
"33,437","24,225",12.183,"2,708",107,944,28,527,top_10_15,outstanding
"29,283","20,931",11.993,"1,318",55,462,13,269,top_10_15,outstanding
"19,156","13,583",3.954,230,3,73,4,61,top_10_15,outstanding
"31,589","20,237",10.381,556,23,197,7,109,top_10_15,outstanding
"31,546","20,237",11.131,913,27,311,9,201,top_10_15,outstanding
"30,869","20,237",10.627,"1,015",30,356,10,236,top_10_15,outstanding
"30,839","20,237",7.984,418,9,148,5,103,top_10_15,outstanding
"31,590","20,237",15.471,574,15,197,4,135,top_10_15,outstanding
"35,943","20,237",20.331,"2,580",88,903,14,545,top_10_15,outstanding
"21,893","15,335",22.269,608,32,231,3,129,top_10_15,outstanding
"21,702","15,335",6.692,361,13,139,5,88,top_10_15,outstanding
